Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,MRP,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Breadth (product.metafields.custom.breadth),Dexterity (product.metafields.custom.dexterity),Gender (product.metafields.custom.gender),Grade (product.metafields.custom.grade),Height (product.metafields.custom.height),HSN Code (product.metafields.custom.hsn_code),Kit Options (product.metafields.custom.kit_options),Knob Adjuster (product.metafields.custom.knob_adjuster),Length (product.metafields.custom.length),Materials (product.metafields.custom.materials),Material Quality (product.metafields.custom.material_quality),Pack Size (product.metafields.custom.pack_size),Profile (product.metafields.custom.profile),Sizes (product.metafields.custom.sizes),Size Chart (product.metafields.custom.size_chart),Type (product.metafields.custom.type),Weight (product.metafields.custom.weight),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Autograph type (product.metafields.shopify.autograph-type),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Ball material (product.metafields.shopify.ball-material),Ball size (product.metafields.shopify.ball-size),Bat material (product.metafields.shopify.bat-material),Body area (product.metafields.shopify.body-area),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Cricket equipment included (product.metafields.shopify.cricket-equipment-included),Earplug use (product.metafields.shopify.earplug-use),Exercise equipment included (product.metafields.shopify.exercise-equipment-included),Eyewear frame color (product.metafields.shopify.eyewear-frame-color),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Hammer head material (product.metafields.shopify.hammer-head-material),Hand side (product.metafields.shopify.hand-side),Handle material (product.metafields.shopify.handle-material),Handwear material (product.metafields.shopify.handwear-material),Headwear features (product.metafields.shopify.headwear-features),Heel height type (product.metafields.shopify.heel-height-type),Ice pack type (product.metafields.shopify.ice-pack-type),Lens polarization (product.metafields.shopify.lens-polarization),Material (product.metafields.shopify.material),Occasion style (product.metafields.shopify.occasion-style),Racket balance (product.metafields.shopify.racket-balance),Racket head shape (product.metafields.shopify.racket-head-shape),Racket material (product.metafields.shopify.racket-material),Recommended skill level (product.metafields.shopify.recommended-skill-level),Resistance level (product.metafields.shopify.resistance-level),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Signature placement (product.metafields.shopify.signature-placement),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Spinner type (product.metafields.shopify.spinner-type),Suitcase handle type (product.metafields.shopify.suitcase-handle-type),Swing style (product.metafields.shopify.swing-style),Tape material (product.metafields.shopify.tape-material),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Toy/Game material (product.metafields.shopify.toy-game-material),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
county-white-cricket-ball,SS County White Cricket Ball,"<ul>
<li>Net Quantity: 1 Ball</li>
<li>Excellent quality four-piece</li>
<li>Selected Leather.</li>
<li>Moulded granulated cork and rubber.</li>
<li>White Colour &amp; 156g.</li>
<li>Pride to made in India.</li>
<li>Manufactured and Marketed by: Sareen Sports Industries</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,New,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,820,,0,TRUE,TRUE,,,,,'45409314,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Ball---SS-County-White.jpg?v=1764257710,1,,FALSE,,,,,,,,,,,,,,,,unisex,,,,,,,,4-piece,,bowling,,,leather-ball,156-g,,,,,,,,,,,,,,,leather; cork; rubber,adults,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
county-white-cricket-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Ball---SS-County-White-2.jpg?v=1764257710,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
county-pink-cricket-ball,SS County Pink Cricket Ball,"<ul>
<li>Net Quantity: 1 Ball</li>
<li>Top quality four-piece.</li>
<li>Selected Leather.</li>
<li>Alum Tanned.</li>
<li>Moulded granulated cork and rubber.</li>
<li>Pink Colour &amp; 156g.</li>
<li>Pride to made in India.</li>
<li>Manufactured and Marketed by: Sareen Sports Industries</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,Best Seller,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,840,,0,TRUE,TRUE,,,,,'45376546,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Ball---SS-County-Pink.jpg?v=1764257357,1,,FALSE,,,,,,,,,,,,,,,,unisex,,,,,,,,4-piece,,bowling,,,leather-ball,156-g,,,,,,,,,,,,,,,leather; cork; rubber,adults,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
yorker-cricket-ball-1,SS Yorker Cricket Ball Four-Piece,"<p><strong>SS Yorker Cricket Ball Four-Piece </strong></p>
<ul>
<li>Net Quantity: 1 Ball</li>
<li>Top best quality four piece.</li>
<li>Selected Leather.</li>
<li>Moulded granulated cork and rubber.</li>
<li>Red Colour &amp; 156g.</li>
<li>Pride to made in India.</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,730,,0,TRUE,TRUE,,,,,'45343778,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSyorkerPinkCricketBallFour-Piece.webp?v=1769432032,1,,FALSE,,,3870,,,,,,,,,,,,,,,,,,,,,4-piece,,bowling,,,leather-ball,156-g,,,,,,,,,,,,,,,leather; rubber; cork,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
gutsy-cricket-ball-1,GUTSY CRICKET BALL,"<p>-Best quality four piece.<br>
-Selected Leather.<br>
-Moulded granulated cork and rubber<br>
-Red Colour &amp; 156g</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45179938,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
cr-world-cricket-ball,CR.WORLD CRICKET BALL,"<p>-Good quality four piece.<br>
-Selected Leather.<br>
-Moulded granulated cork and rubber<br>
-Red Colour &amp; 156g</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45147170,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
true-test-cricket-ball,TRUE TEST CRICKET BALL,"<p>-Top quality two piece.<br>
-Selected Leather.<br>
-Moulded granulated cork and rubber<br>
-Red Colour &amp; 156g</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45114402,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
incredi-cricket-ball,INCREDI CRICKET BALL,"<p>-Made out of soft synthetic leather &amp; rubber<br>
-Perfect for practice, with low bounce and<br>
-spin compared to hard cricket ball<br>
-Ideal for learning swing and spin<br>
-Red and white creses<br>
-Seem Lining to give accurate coaching</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45081634,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
county-cricket-ball,COUNTY CRICKET BALL,"<p>-Excellent quality four piece<br>
-Selected Leather<br>
-Moulded granulated cork and rubber<br>
-Selected Alum tanned.<br>
-Red Colour &amp; 156g</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'45016098,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
yorker-cricket-ball,YORKER CRICKET BALL,"<p>-Top best quality four piece.<br>
-Selected Leather<br>
-Moulded granulated cork and rubber<br>
-Red Colour &amp; 156g</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44983330,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
gutsy-cricket-ball,SS Gutsy Synthetic Cricket Ball,"<ul>
<li>Net Quantity: 1 Ball</li>
<li>Gutsy Synthetic Ball</li>
<li>Bounce and hardness similar to a regular cricket ball</li>
<li>Ideal for practice.</li>
<li>Pride to made in India.<br>
</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,320,,0,TRUE,TRUE,,,,,'44950562,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/Ball---SS-Gutsy-Synthetic.jpg?v=1764257969,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,bowling,,,practice-ball,,,,,,,,,,,,,,,,synthetic,adults,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
club-cricket-ball,SS Club Cricket Leather Ball Four-Piece (Pack of 1),"<p><strong>SS Club Cricket Leather Ball Four-Piece (Pack of 1)</strong></p>
<ul>
<li>Net Quantity: 1 Ball</li>
<li>Excellent quality four piece.</li>
<li>Selected Leather.</li>
<li>Moulded granulated cork and rubber.</li>
<li>Selected Alum tanned.</li>
<li>Red Colour &amp; 156 g.</li>
<li>Pride to made in India.</li>
</ul>",SS,Sporting Goods > Athletics > Cricket > Cricket Balls,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,620,,0,TRUE,TRUE,,,,,'44917794,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSClubCricketLeatherBallFour-Piece_Packof1__1.png?v=1771450943,1,,FALSE,,,3870,,,,,,,,,,,,,,,,,,,,,4-piece,,bowling,,,leather-ball,156-g,,,,,,,,,,,,,,,rubber; cork; leather,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
legacy-4-0-shades-1,LEGACY 4.0 SHADES,,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44885026,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
legacy-3-0-shades-1,LEGACY 3.0 SHADES,,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44852258,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
legacy-4-0-shades,LEGACY 4.0 SHADES,,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44819490,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
legacy-3-0-shades,LEGACY 3.0 SHADES,,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44786722,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
legacy-2-0-shades,LEGACY 2.0 SHADES,,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44655650,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
legacy-1-0-shades,LEGACY 1.0 SHADES,,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44622882,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
legacy-pro-shades,LEGACY PRO SHADES,,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44557346,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
legacy-shades,LEGACY SHADES,,SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44524578,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
super-half-sleeves-combo-white-clothing,SUPER HALF SLEEVES COMBO WHITE CLOTHING,"<p>-MOISTUREWICKING<br>
-DURABLE FINISH<br>
-BREATHABLE</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44491810,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
super-full-sleeves-combo-white-clothing,SUPER FULL SLEEVES COMBO WHITE CLOTHING,"<p>-MOISTUREWICKING<br>
-DURABLE FINISH<br>
-BREATHABLE</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44459042,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
professional-sweater-full-sleeves-white-clothing,PROFESSIONAL SWEATER - FULL SLEEVES WHITE CLOTHING,"<p>-FLEXIBLE FIT<br>
-THERMAL<br>
INSULATION<br>
-BREATHABLE<br>
FABRIC</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44426274,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
professional-pants-white-clothing,PROFESSIONAL PANTS WHITE CLOTHING,"<p>-MOISTUREWICKING<br>
- DURABLE FINISH<br>
-BREATHABLE</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44360738,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
professional-half-sleeves-white-clothing,PROFESSIONAL HALF SLEEVES WHITE CLOTHING,"<p>-MOISTUREWICKING<br>
-DURABLE FINISH<br>
-BREATHABLE</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44295202,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
professional-sweater-half-sleeves-white-clothing,PROFESSIONAL SWEATER - HALF SLEEVES WHITE CLOTHING,"<p>-FLEXIBLE FIT<br>
-THERMAL<br>
INSULATION<br>
-BREATHABLE<br>
FABRIC</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44164130,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
premium-pants-white-clothing,PREMIUM PANTS WHITE CLOTHING,"<p>-QUICK DRYING<br>
- ENHANCED WICKING<br>
- DURABLE FINISH<br>
- ANTI-STATIC<br>
- ENVIRONMENT<br>
FRIENDLY</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44131362,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
premium-half-sleeves-white-clothing,PREMIUM HALF SLEEVES WHITE CLOTHING,"<p>-QUICK DRYING<br>
- ENHANCED WICKING<br>
- DURABLE FINISH<br>
- ANTI-STATIC<br>
- ENVIRONMENT<br>
FRIENDLY</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44098594,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
premium-full-sleeves-white-clothing,PREMIUM FULL SLEEVES WHITE CLOTHING,"<p>-QUICK DRYING<br>
- ENHANCED WICKING<br>
- DURABLE FINISH<br>
- ANTI-STATIC<br>
- ENVIRONMENT<br>
FRIENDLY</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44065826,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
magnum-full-sleeves-combo-white-clothing,MAGNUM FULL SLEEVES COMBO WHITE CLOTHING,"<p>-LIGHTWEIGHT<br>
- BREATHABLE<br>
-EASY CARE</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'44000290,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
custom-pants-white-clothing,CUSTOM PANTS WHITE CLOTHING,"<p>-OPTIMAL FIT<br>
-DURABLE BUILD<br>
-EASY CAR</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'43967522,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
custom-half-sleeves-white-clothing,CUSTOM HALF SLEEVES WHITE CLOTHING,"<p>-OPTIMAL FIT<br>
- DURABLE BUILD<br>
- EASY CARE</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'43934754,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
premium-kitbag,SS Premium Cricket Kit Bag,"<p><strong>SS Premium Cricket Kit Bag</strong></p>
<ul>
<li>Package contents:1 kit bag</li>
</ul>
<p>Product size</p>
<ul>
<li>Height: 27.94 cm</li>
<li>Width: 27.94 cm</li>
<li>Length: 86.36 cm</li>
<li>Weight Range: 980 to 1020 Grams</li>
<li>1 Main Compartment</li>
<li>1 External Shoe Pocket</li>
<li>Heavy Base with Plastic Bas Pad</li>
<li>Ideal For Junior Cricketer</li>
</ul>",SS,Luggage & Bags > Duffel Bags,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,1100,,0,TRUE,TRUE,,,,,'43901986,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPremiumCricketKitBag_2.png?v=1771035306,1,,FALSE,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy-to-install; internal-padding; lightweight,polyester; nylon,external-pockets; single-compartment,,,,,handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
premium-kitbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSPremiumCricketKitBag_1.png?v=1771035306,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-kitbag,CUSTOM KITBAG,"<p>-Material: 600D<br>
-1 Main Compartment<br>
-1 Extended Pocket on Front Zip Proper Locking<br>
-Heavy Duty Zi</p>",SS,,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,0,,0,TRUE,TRUE,,,,,'43574306,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
heritage-kitbag,SS Heritage Cricket Kit Bag,"<p><strong>SS Heritage Cricket Kit Bag</strong></p>
<ul>
<li>Package contents: 1 kit bag</li>
</ul>
<p><strong>Product size</strong></p>
<ul>
<li>Height: 25.4 cm</li>
<li>Width: 31.75 cm</li>
<li>Length: 71.12 cm</li>
<li>Weight Range: 800 to 900 Grams</li>
<li>6×6 Matti</li>
<li>I Main Compartment</li>
<li>Fully Lining</li>
<li>Heavy Colored</li>
</ul>",SS,Luggage & Bags > Duffel Bags,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,1000,,0,TRUE,TRUE,,,,,'43508770,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSHeritageCricketKitBag_1.png?v=1771035006,1,,FALSE,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
heritage-kitbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSHeritageCricketKitBag_2.png?v=1771035006,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
master-kitbag,SS Blast Cricket Kit Bag (Wheel),"<p><strong>SS Blast Cricket Kit Bag (wheel)</strong></p>
<p>Package contents: 1 kit bag</p>
<p><strong>Product size</strong></p>
<ul>
<li>Height: 27.94 cm</li>
<li>Width: 30.48 cm</li>
<li>Length: 76.2 cm</li>
<li>Weight Range: 1300 to 1350 Grams</li>
<li>1 MAIN Compartment</li>
<li>1 External Bat pocket on back side</li>
<li>1 External Shoe pocket</li>
<li>Heavy Base with 2 Regular wheel + Plastic Base pad</li>
<li>1 Extra side carry handle</li>
<li>Ideal for Junior Cricketer</li>
</ul>",SS,Luggage & Bags > Duffel Bags,,,TRUE,Title,Default Title,,,,,,,,,0,shopify,deny,manual,1500,,0,TRUE,TRUE,,,,,'43476002,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSBlastCricketKitBag_Wheel__1.png?v=1771034682,1,,FALSE,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,wheelie-bags,,,,,,,,,,,,,wheeled; easy-to-install,polyester,external-pockets; single-compartment,,,,,handle,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
master-kitbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/4810/9602/files/SSBlastCricketKitBag_Wheel__2.png?v=1771034682,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
